workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0066,1.0,min,mtgp,4364.832592624399,4364.832592624399,4733.337801440586,5988.976250489656,4364.832592624399,4695.151719096925,4733.337801440586,4396.431610803898,4364.832592624399
workflow1,Q1,workflow1_Q1_q0067,1.0,min,mtgp,3234.56238054025,3234.56238054025,3508.2430433821887,4727.208670075392,3234.56238054025,3479.7417220405664,3508.2430433821887,3258.7197374633893,3234.56238054025
workflow1,Q1,workflow1_Q1_q0068,1.0,min,mtgp,558.0498201838028,558.0498201838028,617.3864234114552,1739.0270444504702,558.0498201838028,594.3676354595003,617.3864234114552,561.9829429306424,558.0498201838028
workflow1,Q1,workflow1_Q1_q0069,1.0,min,mtgp,2956.1108046142476,2956.1108046142476,3189.7714288014804,4379.9663153378315,2956.1108046142476,3142.0370466820077,3189.7714288014804,2981.287533310609,2956.1108046142476
workflow1,Q1,workflow1_Q1_q0070,1.0,min,mtgp,3994.6760651649333,3994.6760651649333,4364.001873672812,5602.396508459003,3994.6760651649333,4307.651101648511,4364.001873672812,4026.674853730826,3994.6760651649333
workflow1,Q1,workflow1_Q1_q0071,1.0,min,mtgp,937.2739163624466,937.2739163624466,1023.0963142865644,2165.8126334420554,937.2739163624466,999.0647723457417,1023.0963142865644,944.5898023128813,937.2739163624466
workflow1,Q1,workflow1_Q1_q0072,1.0,min,mtgp,6320.565810500677,6320.565810500677,6852.652011016198,8124.019544946453,6320.565810500677,6765.586753486559,6852.652011016198,6369.802134017634,6320.565810500677
workflow1,Q1,workflow1_Q1_q0073,1.0,min,mtgp,592.2386881731845,592.2386881731845,640.9490018310186,1761.073516758879,592.2386881731845,608.2711888262647,640.9490018310186,596.3384309161507,592.2386881731845
workflow1,Q1,workflow1_Q1_q0074,1.0,min,mtgp,7036.4413339979355,7036.4413339979355,7623.188962676535,8868.062497545061,7036.4413339979355,7495.475056837718,7623.188962676535,7091.567301885411,7036.4413339979355
workflow1,Q1,workflow1_Q1_q0075,1.0,min,mtgp,923.3230271175642,923.3230271175642,997.1890480923236,2144.9791987433464,923.3230271175642,973.2399522022051,997.1890480923236,928.9430896687782,923.3230271175642
workflow1,Q1,workflow1_Q1_q0076,1.0,min,mtgp,6355.0407740887495,6355.0407740887495,6923.0330344466565,8206.387255908903,6355.0407740887495,6923.0330344466565,6919.42470693001,6396.571596862605,6355.0407740887495
workflow1,Q1,workflow1_Q1_q0077,1.0,min,mtgp,6819.591822887778,6819.591822887778,7418.481897011734,8687.40189785866,6819.591822887778,7321.777635437931,7418.481897011734,6875.610078232423,6819.591822887778
workflow1,Q1,workflow1_Q1_q0078,1.0,min,mtgp,7380.122495822347,7380.122495822347,8048.723819061168,9313.66448133604,7380.122495822347,7860.025920363542,8048.723819061168,7440.032348050823,7380.122495822347
workflow1,Q1,workflow1_Q1_q0079,1.0,min,mtgp,6086.183007730443,6086.183007730443,6622.788534335716,7868.094717187599,6086.183007730443,6560.635040373839,6622.788534335716,6135.519694551565,6086.183007730443
workflow1,Q1,workflow1_Q1_q0080,1.0,min,mtgp,5907.011487289402,5907.011487289402,6449.712342887412,7684.506136960161,5907.011487289402,6347.9076666625215,6449.712342887412,5950.961321282456,5907.011487289402
workflow1,Q1,workflow1_Q1_q0081,1.0,min,mtgp,4877.751747234292,4877.751747234292,5332.079961507375,6569.098833155749,4877.751747234292,5300.36285976297,5332.079961507375,4917.857203527444,4877.751747234292
workflow1,Q1,workflow1_Q1_q0082,1.0,min,mtgp,5951.547132003651,5951.547132003651,6432.371611945308,7680.588318975127,5951.547132003651,6343.777811151907,6432.371611945308,5999.905612010691,5951.547132003651
workflow1,Q1,workflow1_Q1_q0083,1.0,min,mtgp,1194.2080599907301,1194.2080599907301,1276.4501368393328,2433.5240808998433,1194.2080599907301,1241.5320548123225,1276.4501368393328,1204.0940192205487,1194.2080599907301
